feature,feature_category,categorical_family,dtype_train,dtype_test,missing_pct_train,missing_pct_test,n_unique_train,n_unique_test,zero_pct_train,one_pct_train,zero_pct_test,one_pct_test,one_pct_gap,top_value_train,top_value_pct_train,top_value_test,top_value_pct_test,constant_train,constant_test,sample_values
inst_has_due_day_shift_count_max,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.93690916634378,0.06309083365621668,99.75179375938595,0.24820624061404972,0.18511540695783305,0.0,99.93690916634378,0.0,99.75179375938595,False,False,0.0 | 1.0
inst_has_due_day_shift_count_sum,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.93690916634378,0.06309083365621668,99.75179375938595,0.24820624061404972,0.18511540695783305,0.0,99.93690916634378,0.0,99.75179375938595,False,False,0.0 | 1.0
inst_latest_amount_shift_flag,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.21993670343537,0.7800632965646356,99.17195060904388,0.8280493909561155,0.04798609439147994,0.0,99.21993670343537,0.0,99.17195060904388,False,False,0.0 | 1.0
inst_latest_due_day_shift_flag,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.98079844193072,0.019201558069283337,99.97705656599366,0.02294343400634073,0.003741875937057392,0.0,99.98079844193072,0.0,99.97705656599366,False,False,0.0 | 1.0
inst_latest_fully_paid_flag,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,0.7330880562879959,99.266911943712,0.5652427832471216,99.43475721675287,0.16784527304086794,1.0,99.266911943712,1.0,99.43475721675287,False,False,1.0 | 0.0
inst_latest_fully_paid_flag_max,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,0.13989706593335002,99.86010293406665,0.07508760220256966,99.92491239779743,0.06480946373078211,1.0,99.86010293406665,1.0,99.92491239779743,False,False,1.0 | 0.0
inst_latest_fully_paid_flag_min,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,0.8801857064973271,99.11981429350267,0.730018354747205,99.2699816452528,0.1501673517501274,1.0,99.11981429350267,1.0,99.2699816452528,False,False,1.0 | 0.0
inst_latest_late_15plus_flag,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.23810960660808,0.7618903933919209,99.50567328549975,0.49432671450025023,0.26756367889167065,0.0,99.23810960660808,0.0,99.50567328549975,False,False,0.0 | 1.0
inst_latest_late_30plus_flag,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.59196689102772,0.4080331089722709,99.74345069247455,0.25654930752544636,0.15148380144682455,0.0,99.59196689102772,0.0,99.74345069247455,False,False,0.0 | 1.0
inst_latest_late_30plus_flag_max,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,97.58026079830478,2.4197392016952235,98.12489571166361,1.8751042883363926,0.5446349133588309,0.0,97.58026079830478,0.0,98.12489571166361,False,False,0.0 | 1.0
inst_latest_late_30plus_flag_min,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.72157740799538,0.27842259200460834,99.82896712831636,0.1710328716836309,0.10738972032097743,0.0,99.72157740799538,0.0,99.82896712831636,False,False,0.0 | 1.0
inst_latest_late_5plus_flag,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,97.49796840657928,2.5020315934207233,98.19164024695478,1.8083597530452196,0.6936718403755038,0.0,97.49796840657928,0.0,98.19164024695478,False,False,0.0 | 1.0
inst_latest_late_60plus_flag,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.73083530206452,0.2691646979354896,99.83105289504421,0.16894710495578175,0.10021759297970784,0.0,99.73083530206452,0.0,99.83105289504421,False,False,0.0 | 1.0
inst_latest_late_90plus_flag,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.74900820523722,0.25099179476277506,99.84148172868346,0.15851827131653595,0.0924735234462391,0.0,99.74900820523722,0.0,99.84148172868346,False,False,0.0 | 1.0
inst_latest_late_flag,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,93.42792386582227,6.5720761341777445,94.23702653095279,5.762973469047221,0.8091026651305233,0.0,93.42792386582227,0.0,94.23702653095279,False,False,0.0 | 1.0
inst_latest_late_flag_max,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,80.37532188326139,19.624678116738615,82.21883864508594,17.781161354914065,1.8435167618245494,0.0,80.37532188326139,0.0,82.21883864508594,False,False,0.0 | 1.0
inst_latest_late_flag_min,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,97.12250936933168,2.877490630668317,97.81411646921408,2.185883530785917,0.6916070998824,0.0,97.12250936933168,0.0,97.81411646921408,False,False,0.0 | 1.0
inst_latest_multiple_payment_flag,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,95.03159684957294,4.968403150427063,95.5656599365927,4.4343400634073085,0.5340630870197547,0.0,95.03159684957294,0.0,95.5656599365927,False,False,0.0 | 1.0
inst_latest_multiple_payment_flag_max,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,85.75347256748833,14.246527432511666,86.94310028366428,13.056899716335725,1.1896277161759414,0.0,85.75347256748833,0.0,86.94310028366428,False,False,0.0 | 1.0
inst_latest_multiple_payment_flag_min,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,98.20705451528067,1.7929454847193316,98.64008009344235,1.3599199065576506,0.43302557816168097,0.0,98.20705451528067,0.0,98.64008009344235,False,False,0.0 | 1.0
inst_latest_overpaid_flag,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.22267978315955,0.7773202168404522,99.17403637577173,0.8259636242282663,0.04864340738781414,0.0,99.22267978315955,0.0,99.17403637577173,False,False,0.0 | 1.0
inst_latest_overpaid_flag_max,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,98.6936082813577,1.3063917186423126,98.67345236108793,1.326547638912064,0.020155920269751437,0.0,98.6936082813577,0.0,98.67345236108793,False,False,0.0 | 1.0
inst_latest_overpaid_flag_min,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.91736472330898,0.08263527669102293,99.90196896379109,0.0980310362089104,0.015395759517887478,0.0,99.91736472330898,0.0,99.90196896379109,False,False,0.0 | 1.0
inst_latest_underpaid_flag,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.26931213847067,0.7306878615293355,99.43475721675287,0.5652427832471216,0.1654450782822139,0.0,99.26931213847067,0.0,99.43475721675287,False,False,0.0 | 1.0
inst_latest_underpaid_flag_max,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.12804353267522,0.8719564673247773,99.28249624561988,0.71750375438011,0.15445271294466723,0.0,99.12804353267522,0.0,99.28249624561988,False,False,0.0 | 1.0
inst_latest_underpaid_flag_min,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.86147447392875,0.13852552607125837,99.92491239779743,0.07508760220256966,0.06343792386868871,0.0,99.86147447392875,0.0,99.92491239779743,False,False,0.0 | 1.0
inst_latest_version_change_flag,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.21993670343537,0.7800632965646356,99.17195060904388,0.8280493909561155,0.04798609439147994,0.0,99.21993670343537,0.0,99.17195060904388,False,False,0.0 | 1.0
inst_latest_version_change_flag_max,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,98.69052231666798,1.309477683332019,98.6713665943601,1.3286334056399132,0.019155722307894196,0.0,98.69052231666798,0.0,98.6713665943601,False,False,0.0 | 1.0
inst_latest_version_change_flag_min,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.91736472330898,0.08263527669102293,99.90196896379109,0.0980310362089104,0.015395759517887478,0.0,99.91736472330898,0.0,99.90196896379109,False,False,0.0 | 1.0
pos_instalment_change_flag_max,binary_flag,binary_flag,float32,float32,5.8752369833924645,1.9202363367799113,2,2,46.378574093779804,53.621425906220196,41.56417336010709,58.43582663989291,4.814400733672713,1.0,53.621425906220196,1.0,58.43582663989291,False,False,0.0 | 1.0
pos_instalment_change_flag_min,binary_flag,binary_flag,float32,float32,5.8752369833924645,1.9202363367799113,2,2,86.61640939179945,13.38359060820055,84.375,15.625,2.2414093917994506,0.0,86.61640939179945,0.0,84.375,False,False,0.0 | 1.0
pos_latest_completed_by_future_flag,binary_flag,binary_flag,float32,float32,5.8752369833924645,1.9202363367799113,2,2,41.754881773330936,58.24511822666906,41.21067603748327,58.78932396251674,0.5442057358476831,1.0,58.24511822666906,1.0,58.78932396251674,False,False,0.0 | 1.0
pos_latest_dpd_30plus_flag,binary_flag,binary_flag,float32,float32,5.8752369833924645,1.9202363367799113,2,2,99.7115158718094,0.2884841281905999,99.83475568942436,0.16524431057563588,0.123239817614964,0.0,99.7115158718094,0.0,99.83475568942436,False,False,0.0 | 1.0
pos_latest_dpd_60plus_flag,binary_flag,binary_flag,float32,float32,5.8752369833924645,1.9202363367799113,2,2,99.74226447948482,0.25773552051519466,99.84939759036145,0.15060240963855423,0.10713311087664043,0.0,99.74226447948482,0.0,99.84939759036145,False,False,0.0 | 1.0
pos_latest_dpd_90plus_flag,binary_flag,binary_flag,float32,float32,5.8752369833924645,1.9202363367799113,2,2,99.75642956841394,0.24357043158607536,99.85567269076306,0.14432730923694778,0.09924312234912758,0.0,99.75642956841394,0.0,99.85567269076306,False,False,0.0 | 1.0
pos_latest_has_dpd,binary_flag,binary_flag,float32,float32,5.8752369833924645,1.9202363367799113,2,2,99.24786832686115,0.7521316731388455,99.28463855421687,0.7153614457831325,0.036770227355713,0.0,99.24786832686115,0.0,99.28463855421687,False,False,0.0 | 1.0
pos_latest_has_dpd_def,binary_flag,binary_flag,float32,float32,5.8752369833924645,1.9202363367799113,2,2,99.61961553875707,0.38038446124293473,99.62976907630522,0.3702309236947791,0.010153537548155622,0.0,99.61961553875707,0.0,99.62976907630522,False,False,0.0 | 1.0
pos_latest_has_future_installment_flag,binary_flag,binary_flag,float32,float32,5.8752369833924645,1.9202363367799113,2,2,58.43824712206852,41.56175287793148,58.96084337349398,41.03915662650602,0.5225962514254618,0.0,58.43824712206852,0.0,58.96084337349398,False,False,1.0 | 0.0
pos_latest_near_completion_flag,binary_flag,binary_flag,float32,float32,5.8752369833924645,1.9202363367799113,2,2,31.48795621951051,68.51204378048949,28.68975903614458,71.31024096385542,2.7981971833659287,1.0,68.51204378048949,1.0,71.31024096385542,False,False,0.0 | 1.0
pos_latest_status_active_flag,binary_flag,binary_flag,float32,float32,5.8752369833924645,1.9202363367799113,2,2,56.07751413053993,43.92248586946007,56.827309236947784,43.17269076305221,0.7497951064078592,0.0,56.07751413053993,0.0,56.827309236947784,False,False,1.0 | 0.0
pos_latest_status_amortized_debt_flag,binary_flag,binary_flag,float32,float32,5.8752369833924645,1.9202363367799113,2,2,99.99723608020895,0.0027639197910476637,99.99581659973227,0.004183400267737617,0.0014194804766899534,0.0,99.99723608020895,0.0,99.99581659973227,False,False,0.0 | 1.0
pos_latest_status_approved_flag,binary_flag,binary_flag,float32,float32,5.8752369833924645,1.9202363367799113,2,2,99.99032628073134,0.009673719268666824,99.99581659973227,0.004183400267737617,0.005490319000929207,0.0,99.99032628073134,0.0,99.99581659973227,False,False,0.0 | 1.0
pos_latest_status_canceled_flag,binary_flag,binary_flag,float32,float32,5.8752369833924645,1.9202363367799113,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0
pos_latest_status_completed_flag,binary_flag,binary_flag,float32,float32,5.8752369833924645,1.9202363367799113,2,2,44.23619076574398,55.76380923425602,43.44252008032129,56.55747991967871,0.7936706854226898,1.0,55.76380923425602,1.0,56.55747991967871,False,False,0.0 | 1.0
pos_latest_status_demand_flag,binary_flag,binary_flag,float32,float32,5.8752369833924645,1.9202363367799113,2,2,99.98099805143654,0.01900194856345269,99.98954149933066,0.010458500669344043,0.008543447894108646,0.0,99.98099805143654,0.0,99.98954149933066,False,False,0.0 | 1.0
pos_latest_status_returned_flag,binary_flag,binary_flag,float32,float32,5.8752369833924645,1.9202363367799113,2,2,99.9436851342574,0.05631486574259615,99.97071619812584,0.02928380187416332,0.02703106386843283,0.0,99.9436851342574,0.0,99.97071619812584,False,False,0.0 | 1.0
pos_latest_status_signed_flag,binary_flag,binary_flag,float32,float32,5.8752369833924645,1.9202363367799113,2,2,99.77404955708185,0.2259504429181465,99.77827978580991,0.2217202141900937,0.004230228728052815,0.0,99.77404955708185,0.0,99.77827978580991,False,False,0.0 | 1.0
pos_status_canceled_count_max,binary_flag,binary_flag,float32,float32,5.8752369833924645,1.9202363367799113,2,2,99.99585412031344,0.004145879686571496,99.99372489959839,0.006275100401606425,0.002129220715034929,0.0,99.99585412031344,0.0,99.99372489959839,False,False,0.0 | 1.0
pos_status_canceled_count_sum,binary_flag,binary_flag,float32,float32,5.8752369833924645,1.9202363367799113,2,2,99.99585412031344,0.004145879686571496,99.99372489959839,0.006275100401606425,0.002129220715034929,0.0,99.99585412031344,0.0,99.99372489959839,False,False,0.0 | 1.0
prev_latest_approved_flag,binary_flag,binary_flag,float32,float32,5.350702901684818,1.9366486131626455,2,2,38.6223317082221,61.3776682917779,41.50209205020921,58.49790794979079,2.879760341987108,1.0,61.3776682917779,1.0,58.49790794979079,False,False,1.0 | 0.0
prev_latest_canceled_flag,binary_flag,binary_flag,float32,float32,5.350702901684818,1.9366486131626455,2,2,74.39092686312303,25.60907313687697,71.67154811715481,28.32845188284519,2.7193787459682213,0.0,74.39092686312303,0.0,71.67154811715481,False,False,0.0 | 1.0
prev_latest_cash_loan_flag,binary_flag,binary_flag,float32,float32,5.350702901684818,1.9366486131626455,2,2,55.05072889502743,44.94927110497257,54.39958158995816,45.60041841004184,0.6511473050692729,0.0,55.05072889502743,0.0,54.39958158995816,False,False,0.0 | 1.0
prev_latest_consumer_loan_flag,binary_flag,binary_flag,float32,float32,5.350702901684818,1.9366486131626455,2,2,55.70970634617961,44.290293653820385,56.60669456066946,43.39330543933054,0.8969882144898449,0.0,55.70970634617961,0.0,56.60669456066946,False,False,1.0 | 0.0
prev_latest_has_down_payment,binary_flag,binary_flag,float32,float32,5.350702901684818,1.9366486131626455,2,2,80.94325166548133,19.05674833451867,82.46861924686193,17.531380753138077,1.5253675813805927,0.0,80.94325166548133,0.0,82.46861924686193,False,False,0.0 | 1.0
prev_latest_has_interest_rate,binary_flag,binary_flag,float32,float32,5.350702901684818,1.9366486131626455,2,2,99.11666786918026,0.8833321308197364,98.85146443514644,1.1485355648535565,0.2652034340338201,0.0,99.11666786918026,0.0,98.85146443514644,False,False,0.0 | 1.0
prev_latest_insured_on_approval,binary_flag,binary_flag,float32,float32,43.82770047250342,44.99630723781389,2,2,70.53480455724342,29.465195442756574,68.25929655738317,31.740703442616834,2.2755079998602596,0.0,70.53480455724342,0.0,68.25929655738317,False,False,0.0 | 1.0
prev_latest_last_appl_in_day,binary_flag,binary_flag,float32,float32,5.350702901684818,1.9366486131626455,2,2,0.16354184919105194,99.83645815080895,0.14853556485355648,99.85146443514644,0.015006284337488296,1.0,99.83645815080895,1.0,99.85146443514644,False,False,1.0 | 0.0
prev_latest_refused_flag,binary_flag,binary_flag,float32,float32,5.350702901684818,1.9366486131626455,2,2,88.89427156879924,11.105728431200761,88.30962343096235,11.690376569037657,0.5846481378368953,0.0,88.89427156879924,0.0,88.30962343096235,False,False,0.0 | 1.0
prev_latest_revolving_loan_flag,binary_flag,binary_flag,float32,float32,5.350702901684818,1.9366486131626455,2,2,89.26395860604623,10.736041393953762,88.99581589958159,11.00418410041841,0.2681427064646478,0.0,89.26395860604623,0.0,88.99581589958159,False,False,0.0 | 1.0
prev_latest_unused_offer_flag,binary_flag,binary_flag,float32,float32,5.350702901684818,1.9366486131626455,2,2,98.09246985985563,1.9075301401443705,98.51673640167364,1.4832635983263598,0.4242665418180107,0.0,98.09246985985563,0.0,98.51673640167364,False,False,0.0 | 1.0
