feature,feature_category,role,universal_priority,universal_action,next_analysis_route,universal_reason,missing_pct_train,missing_pct_test,missing_gap_pct,n_unique_train,n_unique_test,constant_train,constant_test,missing_pct_combined,n_unique_combined,dominant_share_pct,issue_reasons
cc_pos_drawing_amount_max_min,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,28748,6080.0,False,False,79.73530196067424,33722,79.73530196067424,high_missing
cc_pos_drawing_amount_mean_max,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,33399,6578.0,False,False,79.73530196067424,39795,79.73530196067424,high_missing
cc_pos_drawing_amount_mean_mean,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,33398,6579.0,False,False,79.73530196067424,39794,79.73530196067424,high_missing
cc_pos_drawing_amount_mean_min,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,33284,6536.0,False,False,79.73530196067424,39638,79.73530196067424,high_missing
prev_canceled_annuity_amount_max,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,97.44139234043661,96.7647300180535,0.676662322383109,4007,1214.0,False,False,97.34880913952085,4642,97.34880913952085,extreme_missing
prev_canceled_annuity_amount_mean,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,97.44139234043661,96.7647300180535,0.676662322383109,4306,1254.0,False,False,97.34880913952085,5014,97.34880913952085,extreme_missing
prev_canceled_down_payment_max,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness; near-constant combined distribution,99.84228206470664,99.79074347612014,0.05153858858649585,90,29.0,False,False,99.83523038273147,111,99.83523038273147,extreme_missing; near_constant
prev_canceled_down_payment_mean,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness; near-constant combined distribution,99.84228206470664,99.79074347612014,0.05153858858649585,92,29.0,False,False,99.83523038273147,113,99.83523038273147,extreme_missing; near_constant
prev_canceled_goods_price_max,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,97.38220746574919,96.70728705071393,0.6749204150352597,554,265.0,False,False,97.28986259841967,615,97.28986259841967,extreme_missing
prev_canceled_goods_price_mean,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,97.38220746574919,96.70728705071393,0.6749204150352597,681,303.0,False,False,97.28986259841967,758,97.28986259841967,extreme_missing
prev_refused_down_payment_max,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,85.31109456247094,84.74684063679632,0.5642539256746204,6494,1949.0,False,False,85.23389145415503,7030,85.23389145415503,extreme_missing
prev_refused_down_payment_mean,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,85.31109456247094,84.74684063679632,0.5642539256746204,9009,2275.0,False,False,85.23389145415503,9918,85.23389145415503,extreme_missing
prev_unused_offer_annuity_amount_max,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness; near-constant combined distribution,99.7661872258228,99.75997045790251,0.006216767920292909,642,117.0,False,False,99.76533662685436,735,99.76533662685436,extreme_missing; near_constant
prev_unused_offer_annuity_amount_mean,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness; near-constant combined distribution,99.7661872258228,99.75997045790251,0.006216767920292909,650,117.0,False,False,99.76533662685436,744,99.76533662685436,extreme_missing; near_constant
prev_unused_offer_annuity_amount_sum,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,93.81062791249744,93.75102576727392,0.05960214522352203,657,118.0,False,False,93.8024729477481,751,93.8024729477481,extreme_missing
prev_unused_offer_application_amount_max,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,93.81062791249744,93.75102576727392,0.05960214522352203,9361,2323.0,False,False,93.8024729477481,10271,93.8024729477481,extreme_missing
prev_unused_offer_application_amount_mean,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,93.81062791249744,93.75102576727392,0.05960214522352203,10355,2402.0,False,False,93.8024729477481,11445,93.8024729477481,extreme_missing
prev_unused_offer_application_amount_sum,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,93.81062791249744,93.75102576727392,0.05960214522352203,10401,2423.0,False,False,93.8024729477481,11479,93.8024729477481,extreme_missing
prev_unused_offer_credit_amount_max,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,93.81062791249744,93.75102576727392,0.05960214522352203,9368,2325.0,False,False,93.8024729477481,10279,93.8024729477481,extreme_missing
prev_unused_offer_credit_amount_mean,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,93.81062791249744,93.75102576727392,0.05960214522352203,10361,2404.0,False,False,93.8024729477481,11452,93.8024729477481,extreme_missing
prev_unused_offer_credit_amount_sum,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,93.81062791249744,93.75102576727392,0.05960214522352203,10407,2425.0,False,False,93.8024729477481,11486,93.8024729477481,extreme_missing
prev_unused_offer_down_payment_max,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,94.37385979688531,94.29878549154768,0.07507430533763682,3,1.0,False,False,94.36358787946835,3,94.36358787946835,extreme_missing
prev_unused_offer_down_payment_mean,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,94.37385979688531,94.29878549154768,0.07507430533763682,3,1.0,False,False,94.36358787946835,3,94.36358787946835,extreme_missing
prev_unused_offer_down_payment_sum,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,93.81062791249744,93.75102576727392,0.05960214522352203,3,1.0,False,False,93.8024729477481,3,93.8024729477481,extreme_missing
prev_unused_offer_goods_price_max,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,93.81192867897408,93.75307730182176,0.05885137715232247,9361,2323.0,False,False,93.80387643682194,10271,93.80387643682194,extreme_missing
prev_unused_offer_goods_price_mean,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,93.81192867897408,93.75307730182176,0.05885137715232247,10355,2402.0,False,False,93.80387643682194,11445,93.80387643682194,extreme_missing
prev_unused_offer_goods_price_sum,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,93.81062791249744,93.75102576727392,0.05960214522352203,10401,2423.0,False,False,93.8024729477481,11479,93.8024729477481,extreme_missing
cc_payment_current_std_max,continuous_stat_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,high combined missingness; very high unique percentage,80.28720923804352,77.46799606105367,2.819213176989848,58867,10740.0,False,False,79.9014750670166,69383,79.9014750670166,high_missing; high_unique_pct
cc_payment_current_std_mean,continuous_stat_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,high combined missingness; very high unique percentage,80.28720923804352,77.46799606105367,2.819213176989848,58876,10742.0,False,False,79.9014750670166,69397,79.9014750670166,high_missing; high_unique_pct
cc_payment_current_std_min,continuous_stat_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,high combined missingness; very high unique percentage,80.28720923804352,77.46799606105367,2.819213176989848,58860,10740.0,False,False,79.9014750670166,69376,79.9014750670166,high_missing; high_unique_pct
prev_unused_offer_application_credit_diff_max,continuous_stat_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,93.81062791249744,93.75102576727392,0.05960214522352203,9,3.0,False,False,93.8024729477481,10,93.8024729477481,extreme_missing
prev_unused_offer_application_credit_diff_mean,continuous_stat_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,93.81062791249744,93.75102576727392,0.05960214522352203,10,3.0,False,False,93.8024729477481,11,93.8024729477481,extreme_missing
prev_unused_offer_application_credit_diff_sum,continuous_stat_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,93.81062791249744,93.75102576727392,0.05960214522352203,10,3.0,False,False,93.8024729477481,11,93.8024729477481,extreme_missing
cc_atm_drawing_count_max_max,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,44,35.0,False,False,79.73530196067424,44,79.73530196067424,high_missing
cc_atm_drawing_count_max_mean,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,54,45.0,False,False,79.73530196067424,55,79.73530196067424,high_missing
cc_atm_drawing_count_max_min,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,44,35.0,False,False,79.73530196067424,44,79.73530196067424,high_missing
cc_atm_drawing_count_mean_max,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,3310,1647.0,False,False,79.73530196067424,3442,79.73530196067424,high_missing
cc_atm_drawing_count_mean_mean,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,3434,1692.0,False,False,79.73530196067424,3605,79.73530196067424,high_missing
cc_atm_drawing_count_mean_min,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,3311,1648.0,False,False,79.73530196067424,3444,79.73530196067424,high_missing
cc_other_drawing_count_max_max,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,11,9.0,False,False,79.73530196067424,11,79.73530196067424,high_missing
cc_other_drawing_count_max_mean,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,13,10.0,False,False,79.73530196067424,13,79.73530196067424,high_missing
cc_other_drawing_count_max_min,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,11,9.0,False,False,79.73530196067424,11,79.73530196067424,high_missing
cc_other_drawing_count_mean_max,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,433,183.0,False,False,79.73530196067424,452,79.73530196067424,high_missing
cc_other_drawing_count_mean_mean,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,445,185.0,False,False,79.73530196067424,465,79.73530196067424,high_missing
cc_other_drawing_count_mean_min,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,432,182.0,False,False,79.73530196067424,451,79.73530196067424,high_missing
cc_pos_drawing_count_max_max,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,123,97.0,False,False,79.73530196067424,128,79.73530196067424,high_missing
cc_pos_drawing_count_max_mean,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,151,115.0,False,False,79.73530196067424,158,79.73530196067424,high_missing
cc_pos_drawing_count_max_min,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,123,97.0,False,False,79.73530196067424,128,79.73530196067424,high_missing
cc_pos_drawing_count_mean_max,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,4936,2185.0,False,False,79.73530196067424,5380,79.73530196067424,high_missing
cc_pos_drawing_count_mean_mean,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,4991,2211.0,False,False,79.73530196067424,5460,79.73530196067424,high_missing
cc_pos_drawing_count_mean_min,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,high combined missingness,80.11778440446032,77.3223371081569,2.795447296303422,4933,2186.0,False,False,79.73530196067424,5378,79.73530196067424,high_missing
prev_canceled_cnt_payment_max,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,extreme combined missingness,97.44139234043661,96.7647300180535,0.676662322383109,22,17.0,False,False,97.34880913952085,23,97.34880913952085,extreme_missing
prev_canceled_cnt_payment_mean,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,extreme combined missingness,97.44139234043661,96.7647300180535,0.676662322383109,44,29.0,False,False,97.34880913952085,45,97.34880913952085,extreme_missing
prev_unused_offer_application_count,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,extreme combined missingness,93.81062791249744,93.75102576727392,0.05960214522352203,10,7.0,False,False,93.8024729477481,12,93.8024729477481,extreme_missing
prev_unused_offer_cnt_payment_max,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,extreme combined missingness; near-constant combined distribution,99.7661872258228,99.75997045790251,0.006216767920292909,9,5.0,False,False,99.76533662685436,9,99.76533662685436,extreme_missing; near_constant
prev_unused_offer_cnt_payment_mean,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,extreme combined missingness; near-constant combined distribution,99.7661872258228,99.75997045790251,0.006216767920292909,11,6.0,False,False,99.76533662685436,11,99.76533662685436,extreme_missing; near_constant
prev_unused_offer_cnt_payment_sum,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,extreme combined missingness,93.81062791249744,93.75102576727392,0.05960214522352203,15,8.0,False,False,93.8024729477481,16,93.8024729477481,extreme_missing
prev_unused_offer_recent_12m_count,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,extreme combined missingness,93.81062791249744,93.75102576727392,0.05960214522352203,9,5.0,False,False,93.8024729477481,9,93.8024729477481,extreme_missing
prev_unused_offer_recent_24m_count,discrete_count_numeric,feature,P1_missingness_review,route_to_discrete_count_eda; also missingness_review,discrete_count_eda,extreme combined missingness,93.81062791249744,93.75102576727392,0.05960214522352203,9,8.0,False,False,93.8024729477481,9,93.8024729477481,extreme_missing
bureau_overdue_overdue_days_max,overdue_delay_numeric,feature,P1_missingness_review,route_to_overdue_delay_eda; also missingness_review,overdue_delay_eda,extreme combined missingness,98.91581114171527,99.04193336615789,0.126122224442625,665,147.0,False,False,98.93306760606869,706,98.93306760606869,extreme_missing
bureau_overdue_overdue_days_mean,overdue_delay_numeric,feature,P1_missingness_review,route_to_overdue_delay_eda; also missingness_review,overdue_delay_eda,extreme combined missingness,98.91581114171527,99.04193336615789,0.126122224442625,735,152.0,False,False,98.93306760606869,778,98.93306760606869,extreme_missing
bureau_overdue_overdue_days_sum,overdue_delay_numeric,feature,P1_missingness_review,route_to_overdue_delay_eda; also missingness_review,overdue_delay_eda,extreme combined missingness,98.91581114171527,99.04193336615789,0.126122224442625,680,150.0,False,False,98.93306760606869,719,98.93306760606869,extreme_missing
bureau_debt_to_limit_max,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,84.13292532624848,84.32627605448876,0.1933507282402758,33139,5608.0,False,False,84.15938021922499,38647,84.15938021922499,extreme_missing
bureau_debt_to_limit_mean,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,84.13292532624848,84.32627605448876,0.1933507282402758,33979,5617.0,False,False,84.15938021922499,39519,84.15938021922499,extreme_missing
cc_atm_drawing_share_max_max,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,80.60687259967936,78.19423929098967,2.412633308689692,6940,1362.0,False,False,80.27676804536077,8199,80.27676804536077,extreme_missing
cc_atm_drawing_share_max_mean,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,80.60687259967936,78.19423929098967,2.412633308689692,6985,1381.0,False,False,80.27676804536077,8262,80.27676804536077,extreme_missing
cc_atm_drawing_share_max_min,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,80.60687259967936,78.19423929098967,2.412633308689692,6973,1377.0,False,False,80.27676804536077,8244,80.27676804536077,extreme_missing
cc_atm_drawing_share_mean_max,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,80.60687259967936,78.19423929098967,2.412633308689692,24309,4446.0,False,False,80.27676804536077,28526,80.27676804536077,extreme_missing
cc_atm_drawing_share_mean_mean,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,80.60687259967936,78.19423929098967,2.412633308689692,24383,4473.0,False,False,80.27676804536077,28625,80.27676804536077,extreme_missing
cc_atm_drawing_share_mean_min,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,80.60687259967936,78.19423929098967,2.412633308689692,24345,4459.0,False,False,80.27676804536077,28574,80.27676804536077,extreme_missing
cc_atm_drawing_share_min_max,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,80.60687259967936,78.19423929098967,2.412633308689692,5517,882.0,False,False,80.27676804536077,6273,80.27676804536077,extreme_missing
cc_atm_drawing_share_min_mean,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,80.60687259967936,78.19423929098967,2.412633308689692,5527,887.0,False,False,80.27676804536077,6287,80.27676804536077,extreme_missing
cc_atm_drawing_share_min_min,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,80.60687259967936,78.19423929098967,2.412633308689692,5508,881.0,False,False,80.27676804536077,6263,80.27676804536077,extreme_missing
cc_latest_atm_drawing_share,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,93.98135351255728,93.28327589036599,0.6980776221912919,3521,481.0,False,False,93.88584019873404,3983,93.88584019873404,extreme_missing
cc_latest_payment_to_balance_ratio,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,90.03450283079304,88.71861152141803,1.315891309375019,28047,5087.0,False,False,89.85445818304304,33125,89.85445818304304,extreme_missing
cc_latest_payment_to_balance_ratio_max,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,90.03450283079304,88.71861152141803,1.315891309375019,28048,5087.0,False,False,89.85445818304304,33126,89.85445818304304,extreme_missing
cc_latest_payment_to_balance_ratio_mean,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,90.03450283079304,88.71861152141803,1.315891309375019,28048,5087.0,False,False,89.85445818304304,33126,89.85445818304304,extreme_missing
cc_latest_payment_to_balance_ratio_min,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,90.03450283079304,88.71861152141803,1.315891309375019,28047,5087.0,False,False,89.85445818304304,33125,89.85445818304304,extreme_missing
cc_latest_payment_to_min_inst_ratio,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,90.06344488489843,88.83144592154932,1.231998963349113,24585,4580.0,False,False,89.89487866836957,28957,89.89487866836957,extreme_missing
cc_latest_payment_to_min_inst_ratio_max,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,90.06116854356429,88.82939438700149,1.231774156562807,24591,4581.0,False,False,89.89263308585143,28964,89.89263308585143,extreme_missing
cc_latest_payment_to_min_inst_ratio_mean,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,90.06116854356429,88.82939438700149,1.231774156562807,24592,4581.0,False,False,89.89263308585143,28965,89.89263308585143,extreme_missing
cc_latest_payment_to_min_inst_ratio_min,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,90.06116854356429,88.82939438700149,1.231774156562807,24591,4581.0,False,False,89.89263308585143,28964,89.89263308585143,extreme_missing
cc_latest_pos_drawing_share,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,93.98135351255728,93.28327589036599,0.6980776221912919,3546,485.0,False,False,93.88584019873404,4012,93.88584019873404,extreme_missing
cc_other_drawing_share_max_max,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,80.60687259967936,78.19423929098967,2.412633308689692,1358,246.0,False,False,80.27676804536077,1545,80.27676804536077,extreme_missing
cc_other_drawing_share_max_mean,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,80.60687259967936,78.19423929098967,2.412633308689692,1359,247.0,False,False,80.27676804536077,1548,80.27676804536077,extreme_missing
cc_other_drawing_share_max_min,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,80.60687259967936,78.19423929098967,2.412633308689692,1347,242.0,False,False,80.27676804536077,1532,80.27676804536077,extreme_missing
cc_other_drawing_share_mean_max,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,80.60687259967936,78.19423929098967,2.412633308689692,2386,409.0,False,False,80.27676804536077,2714,80.27676804536077,extreme_missing
cc_other_drawing_share_mean_mean,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,80.60687259967936,78.19423929098967,2.412633308689692,2386,410.0,False,False,80.27676804536077,2714,80.27676804536077,extreme_missing
cc_other_drawing_share_mean_min,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,80.60687259967936,78.19423929098967,2.412633308689692,2365,405.0,False,False,80.27676804536077,2689,80.27676804536077,extreme_missing
cc_other_drawing_share_min_max,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,80.60687259967936,78.19423929098967,2.412633308689692,132,21.0,False,False,80.27676804536077,149,80.27676804536077,extreme_missing
cc_other_drawing_share_min_mean,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,80.60687259967936,78.19423929098967,2.412633308689692,132,21.0,False,False,80.27676804536077,149,80.27676804536077,extreme_missing
cc_other_drawing_share_min_min,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness,80.60687259967936,78.19423929098967,2.412633308689692,131,21.0,False,False,80.27676804536077,148,80.27676804536077,extreme_missing
cc_payment_to_balance_ratio_max_max,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness; very high unique percentage,80.83710826604576,78.47324798949614,2.363860276549616,56845,10371.0,False,False,80.51367700102455,66437,80.51367700102455,extreme_missing; high_unique_pct
cc_payment_to_balance_ratio_max_mean,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness; very high unique percentage,80.83710826604576,78.47324798949614,2.363860276549616,56862,10372.0,False,False,80.51367700102455,66479,80.51367700102455,extreme_missing; high_unique_pct
cc_payment_to_balance_ratio_max_min,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness; very high unique percentage,80.83710826604576,78.47324798949614,2.363860276549616,56856,10370.0,False,False,80.51367700102455,66465,80.51367700102455,extreme_missing; high_unique_pct
cc_payment_to_balance_ratio_mean_max,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness; very high unique percentage,80.83710826604576,78.47324798949614,2.363860276549616,58070,10430.0,False,False,80.51367700102455,68187,80.51367700102455,extreme_missing; high_unique_pct
cc_payment_to_balance_ratio_mean_mean,ratio_rate_numeric,feature,P1_missingness_review,route_to_ratio_rate_eda; also missingness_review,ratio_rate_eda,extreme combined missingness; very high unique percentage,80.83710826604576,78.47324798949614,2.363860276549616,58076,10431.0,False,False,80.51367700102455,68208,80.51367700102455,extreme_missing; high_unique_pct
