feature,feature_category,role,universal_priority,universal_action,next_analysis_route,universal_reason,missing_pct_train,missing_pct_test,missing_gap_pct,n_unique_train,n_unique_test,constant_train,constant_test,missing_pct_combined,n_unique_combined,dominant_share_pct,issue_reasons
prev_channel_country_wide_count,discrete_count_numeric,feature,P3_normal_type_specific_eda,route_to_discrete_count_eda,discrete_count_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,35,25.0,False,False,4.883580581325175,36,31.556890429608,
prev_channel_country_wide_ratio,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,348,226.0,False,False,4.883580581325175,369,29.21194088504021,
prev_channel_contact_center_count,discrete_count_numeric,feature,P3_normal_type_specific_eda,route_to_discrete_count_eda,discrete_count_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,21,18.0,False,False,4.883580581325175,23,81.64657338142622,
prev_channel_contact_center_ratio,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,222,155.0,False,False,4.883580581325175,238,81.64657338142622,
prev_channel_ap_cash_loan_count,discrete_count_numeric,feature,P3_normal_type_specific_eda,route_to_discrete_count_eda,discrete_count_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,35,20.0,False,False,4.883580581325175,36,87.7612945783217,
prev_channel_ap_cash_loan_ratio,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,261,151.0,False,False,4.883580581325175,271,87.7612945783217,
prev_channel_regional_local_count,discrete_count_numeric,feature,P3_normal_type_specific_eda,route_to_discrete_count_eda,discrete_count_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,19,15.0,False,False,4.883580581325175,20,73.88443670966022,
prev_channel_regional_local_ratio,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,201,132.0,False,False,4.883580581325175,209,73.88443670966022,
prev_channel_corporate_sales_count,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,23,14.0,False,False,4.883580581325175,23,94.4132713926822,
prev_channel_corporate_sales_ratio,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,129,64.0,False,False,4.883580581325175,137,94.4132713926822,
prev_yield_high_count,discrete_count_numeric,feature,P3_normal_type_specific_eda,route_to_discrete_count_eda,discrete_count_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,31,21.0,False,False,4.883580581325175,31,42.01344542532736,
prev_yield_high_ratio,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,341,210.0,False,False,4.883580581325175,359,42.01344542532736,
prev_yield_middle_count,discrete_count_numeric,feature,P3_normal_type_specific_eda,route_to_discrete_count_eda,discrete_count_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,28,22.0,False,False,4.883580581325175,29,36.91063985066877,
prev_yield_middle_ratio,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,329,219.0,False,False,4.883580581325175,345,36.91063985066877,
prev_yield_low_normal_count,discrete_count_numeric,feature,P3_normal_type_specific_eda,route_to_discrete_count_eda,discrete_count_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,26,20.0,False,False,4.883580581325175,26,44.0201541031003,
prev_yield_low_normal_ratio,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,326,216.0,False,False,4.883580581325175,345,44.0201541031003,
prev_yield_low_action_count,discrete_count_numeric,feature,P3_normal_type_specific_eda,route_to_discrete_count_eda,discrete_count_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,24,13.0,False,False,4.883580581325175,24,76.1819483235323,
prev_yield_low_action_ratio,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,230,140.0,False,False,4.883580581325175,242,76.1819483235323,
prev_yield_xna_count,discrete_count_numeric,feature,P3_normal_type_specific_eda,route_to_discrete_count_eda,discrete_count_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,47,33.0,False,False,4.883580581325175,49,40.19620777252249,
prev_yield_xna_ratio,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,411,278.0,False,False,4.883580581325175,433,40.19620777252249,
prev_last_appl_in_day_count,discrete_count_numeric,feature,P3_normal_type_specific_eda,route_to_discrete_count_eda,discrete_count_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,68,49.0,False,False,4.883580581325175,69,16.98334058469355,
prev_last_appl_in_day_ratio,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,94,61.0,False,False,4.883580581325175,103,93.77075409467938,
prev_insured_on_approval_count,discrete_count_numeric,feature,P3_normal_type_specific_eda,route_to_discrete_count_eda,discrete_count_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,19,15.0,False,False,4.883580581325175,19,44.5473045992337,
prev_insured_on_approval_ratio,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.772476431737402,2.387986213687839,3.384490218049563,111,75.0,False,False,5.30939916632749,113,44.12148601423138,
prev_has_down_payment_count,discrete_count_numeric,feature,P3_normal_type_specific_eda,route_to_discrete_count_eda,discrete_count_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,23,20.0,False,False,4.883580581325175,25,36.04945895496204,
prev_has_down_payment_ratio,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,299,185.0,False,False,4.883580581325175,310,31.2113514196292,
prev_has_interest_rate_count,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,4,5.0,False,False,4.883580581325175,5,93.5105472203899,
prev_has_interest_rate_ratio,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.350702901684818,1.936648613162645,3.414054288522173,53,43.0,False,False,4.883580581325175,57,93.5105472203899,
prev_refused_to_approved_ratio,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,283,186.0,False,False,5.208909348640721,297,61.78860647569858,
prev_approved_application_count,discrete_count_numeric,feature,P3_normal_type_specific_eda,route_to_discrete_count_eda,discrete_count_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,25,19.0,False,False,5.208909348640721,25,24.80498519319027,
prev_approved_application_amount_sum,continuous_amount_numeric,feature,P3_normal_type_specific_eda,route_to_continuous_numeric_eda,continuous_numeric_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,156438,37245.0,False,False,5.208909348640721,175387,5.208909348640721,
prev_approved_application_amount_mean,continuous_amount_numeric,feature,P3_normal_type_specific_eda,route_to_continuous_numeric_eda,continuous_numeric_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,168359,37910.0,False,False,5.208909348640721,190456,5.208909348640721,
prev_approved_application_amount_max,continuous_amount_numeric,feature,P3_normal_type_specific_eda,route_to_continuous_numeric_eda,continuous_numeric_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,50746,15694.0,False,False,5.208909348640721,55353,5.208909348640721,
prev_approved_credit_amount_sum,continuous_amount_numeric,feature,P3_normal_type_specific_eda,route_to_continuous_numeric_eda,continuous_numeric_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,173010,41982.0,False,False,5.208909348640721,192526,5.208909348640721,
prev_approved_credit_amount_mean,continuous_amount_numeric,feature,P3_normal_type_specific_eda,route_to_continuous_numeric_eda,continuous_numeric_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,185454,42175.0,False,False,5.208909348640721,209354,5.208909348640721,
prev_approved_credit_amount_max,continuous_amount_numeric,feature,P3_normal_type_specific_eda,route_to_continuous_numeric_eda,continuous_numeric_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,58927,21179.0,False,False,5.208909348640721,63190,5.208909348640721,
prev_approved_annuity_amount_sum,continuous_amount_numeric,feature,P3_normal_type_specific_eda,route_to_continuous_numeric_eda,continuous_numeric_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,259361,46541.0,False,False,5.208909348640721,298743,5.208909348640721,
prev_approved_annuity_amount_mean,continuous_amount_numeric,feature,P3_normal_type_specific_eda,route_to_continuous_numeric_eda,continuous_numeric_eda,no universal-level issue; continue type-specific EDA,5.67394337113144,2.279254882652224,3.394688488479216,258671,46495.0,False,False,5.209470744270256,298072,5.209470744270256,
prev_approved_annuity_amount_max,continuous_amount_numeric,feature,P3_normal_type_specific_eda,route_to_continuous_numeric_eda,continuous_numeric_eda,no universal-level issue; continue type-specific EDA,5.67394337113144,2.279254882652224,3.394688488479216,150768,34205.0,False,False,5.209470744270256,169694,5.209470744270256,
prev_approved_goods_price_sum,continuous_amount_numeric,feature,P3_normal_type_specific_eda,route_to_continuous_numeric_eda,continuous_numeric_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,156438,37245.0,False,False,5.208909348640721,175387,5.208909348640721,
prev_approved_goods_price_mean,continuous_amount_numeric,feature,P3_normal_type_specific_eda,route_to_continuous_numeric_eda,continuous_numeric_eda,no universal-level issue; continue type-specific EDA,5.991655583052314,2.480305268340719,3.511350314711595,166569,37728.0,False,False,5.511220895145332,188377,5.511220895145332,
prev_approved_goods_price_max,continuous_amount_numeric,feature,P3_normal_type_specific_eda,route_to_continuous_numeric_eda,continuous_numeric_eda,no universal-level issue; continue type-specific EDA,5.991655583052314,2.480305268340719,3.511350314711595,50746,15694.0,False,False,5.511220895145332,55353,5.511220895145332,
prev_approved_down_payment_sum,continuous_amount_numeric,feature,P3_normal_type_specific_eda,route_to_continuous_numeric_eda,continuous_numeric_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,34858,11627.0,False,False,5.208909348640721,38251,32.01302437860522,
prev_approved_down_payment_mean,continuous_amount_numeric,feature,P3_normal_type_specific_eda,route_to_continuous_numeric_eda,continuous_numeric_eda,no universal-level issue; continue type-specific EDA,11.77909082927115,8.16715903495815,3.611931794312998,48369,14262.0,False,False,11.28489424709829,53357,25.93703948014764,
prev_approved_down_payment_max,continuous_amount_numeric,feature,P3_normal_type_specific_eda,route_to_continuous_numeric_eda,continuous_numeric_eda,no universal-level issue; continue type-specific EDA,11.77909082927115,8.16715903495815,3.611931794312998,20985,8127.0,False,False,11.28489424709829,22866,25.93732017796241,
prev_approved_cnt_payment_sum,discrete_count_numeric,feature,P3_normal_type_specific_eda,route_to_discrete_count_eda,discrete_count_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,345,261.0,False,False,5.208909348640721,348,11.05893250621044,
prev_approved_cnt_payment_mean,discrete_count_numeric,feature,P3_normal_type_specific_eda,route_to_discrete_count_eda,discrete_count_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,1342,789.0,False,False,5.208909348640721,1392,13.59194958667247,
prev_approved_cnt_payment_max,discrete_count_numeric,feature,P3_normal_type_specific_eda,route_to_discrete_count_eda,discrete_count_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,42,35.0,False,False,5.208909348640721,43,27.34473902120672,
prev_approved_credit_to_application_ratio_sum,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,223175,39710.0,False,False,5.208909348640721,257687,5.279645197962133,
prev_approved_credit_to_application_ratio_mean,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,6.005313631057101,2.482356802888561,3.52295682816854,211897,38822.0,False,False,5.523290901180334,243221,7.06937446491979,
prev_approved_credit_to_application_ratio_max,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,6.005313631057101,2.482356802888561,3.52295682816854,82071,19514.0,False,False,5.523290901180334,91742,13.83138482266915,
prev_approved_annuity_to_credit_ratio_sum,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,237316,43832.0,False,False,5.208909348640721,274941,5.208909348640721,
prev_approved_annuity_to_credit_ratio_mean,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.676870095703893,2.279254882652224,3.397615213051669,235675,43729.0,False,False,5.211997024603163,272967,5.211997024603163,
prev_approved_annuity_to_credit_ratio_max,ratio_rate_numeric,feature,P3_normal_type_specific_eda,route_to_ratio_rate_eda,ratio_rate_eda,no universal-level issue; continue type-specific EDA,5.676870095703893,2.279254882652224,3.397615213051669,91655,26294.0,False,False,5.211997024603163,103463,5.211997024603163,
prev_approved_application_credit_diff_sum,continuous_stat_numeric,feature,P3_normal_type_specific_eda,route_to_continuous_numeric_eda,continuous_numeric_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,95977,28573.0,False,False,5.208909348640721,105315,6.819553409776705,
prev_approved_application_credit_diff_mean,continuous_stat_numeric,feature,P3_normal_type_specific_eda,route_to_continuous_numeric_eda,continuous_numeric_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,127577,32133.0,False,False,5.208909348640721,142657,6.819553409776705,
prev_approved_application_credit_diff_max,continuous_stat_numeric,feature,P3_normal_type_specific_eda,route_to_continuous_numeric_eda,continuous_numeric_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,33014,13063.0,False,False,5.208909348640721,35638,18.59903720649535,
prev_approved_recent_12m_count,discrete_count_numeric,feature,P3_normal_type_specific_eda,route_to_discrete_count_eda,discrete_count_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,9,8.0,False,False,5.208909348640721,9,55.24469832002358,
prev_approved_recent_24m_count,discrete_count_numeric,feature,P3_normal_type_specific_eda,route_to_discrete_count_eda,discrete_count_eda,no universal-level issue; continue type-specific EDA,5.673292987893116,2.279254882652224,3.394038105240892,14,12.0,False,False,5.208909348640721,14,36.95639359447587,
prev_refused_application_count,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,45,30.0,False,False,66.79990456274298,46,66.79990456274298,high_missing
prev_refused_application_amount_sum,continuous_amount_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,30369,7025.0,False,False,66.79990456274298,34385,66.79990456274298,high_missing
prev_refused_application_amount_mean,continuous_amount_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,32297,7559.0,False,False,66.79990456274298,36535,66.79990456274298,high_missing
prev_refused_application_amount_max,continuous_amount_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,17300,4140.0,False,False,66.79990456274298,19128,66.79990456274298,high_missing
prev_refused_credit_amount_sum,continuous_amount_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,52378,11477.0,False,False,66.79990456274298,59946,66.79990456274298,high_missing
prev_refused_credit_amount_mean,continuous_amount_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,53226,11616.0,False,False,66.79990456274298,60958,66.79990456274298,high_missing
prev_refused_credit_amount_max,continuous_amount_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,24804,6603.0,False,False,66.79990456274298,27308,66.79990456274298,high_missing
prev_refused_annuity_amount_sum,continuous_amount_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,66466,13189.0,False,False,66.79990456274298,77117,66.79990456274298,high_missing
prev_refused_annuity_amount_mean,continuous_amount_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,70.22220343337312,66.09634006236665,4.125863371006474,66076,13160.0,False,False,69.65768901489102,76663,69.65768901489102,high_missing
prev_refused_annuity_amount_max,continuous_amount_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,70.22220343337312,66.09634006236665,4.125863371006474,43628,10431.0,False,False,69.65768901489102,49748,69.65768901489102,high_missing
prev_refused_goods_price_sum,continuous_amount_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,30375,7025.0,False,False,66.79990456274298,34390,66.79990456274298,high_missing
prev_refused_goods_price_mean,continuous_amount_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,69.68140977070739,65.51575578532743,4.165653985379961,31594,7411.0,False,False,69.11145106735344,35742,69.11145106735344,high_missing
prev_refused_goods_price_max,continuous_amount_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,69.68140977070739,65.51575578532743,4.165653985379961,17298,4139.0,False,False,69.11145106735344,19126,69.11145106735344,high_missing
prev_refused_down_payment_sum,continuous_amount_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,7966,2179.0,False,False,66.79990456274298,8693,66.79990456274298,high_missing
prev_refused_down_payment_mean,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,85.31109456247094,84.74684063679632,0.5642539256746204,9009,2275.0,False,False,85.23389145415503,9918,85.23389145415503,extreme_missing
prev_refused_down_payment_max,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,85.31109456247094,84.74684063679632,0.5642539256746204,6494,1949.0,False,False,85.23389145415503,7030,85.23389145415503,extreme_missing
prev_refused_cnt_payment_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,432,261.0,False,False,66.79990456274298,449,66.79990456274298,high_missing
prev_refused_cnt_payment_mean,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,70.22220343337312,66.09634006236665,4.125863371006474,1091,526.0,False,False,69.65768901489102,1161,69.65768901489102,high_missing
prev_refused_cnt_payment_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,70.22220343337312,66.09634006236665,4.125863371006474,33,26.0,False,False,69.65768901489102,33,69.65768901489102,high_missing
prev_refused_credit_to_application_ratio_sum,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,39183,7900.0,False,False,66.79990456274298,44907,66.79990456274298,high_missing
prev_refused_credit_to_application_ratio_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,70.03684421045101,65.84605284752996,4.190791362921047,36502,7395.0,False,False,69.4634461270719,41632,69.4634461270719,high_missing
prev_refused_credit_to_application_ratio_max,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,70.03684421045101,65.84605284752996,4.190791362921047,18553,4195.0,False,False,69.4634461270719,20749,69.4634461270719,high_missing
prev_refused_annuity_to_credit_ratio_sum,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,55891,12269.0,False,False,66.79990456274298,64736,66.79990456274298,high_missing
prev_refused_annuity_to_credit_ratio_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,70.2231790082306,66.10249466601019,4.120684342220414,53990,12017.0,False,False,69.65937320177963,62586,69.65937320177963,high_missing
prev_refused_annuity_to_credit_ratio_max,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,70.2231790082306,66.10249466601019,4.120684342220414,28336,8678.0,False,False,69.65937320177963,32117,69.65937320177963,high_missing
prev_refused_application_credit_diff_sum,continuous_stat_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,30781,7668.0,False,False,66.79990456274298,34363,66.79990456274298,high_missing
prev_refused_application_credit_diff_mean,continuous_stat_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,34907,8207.0,False,False,66.79990456274298,39364,66.79990456274298,high_missing
prev_refused_application_credit_diff_max,continuous_stat_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,13166,4082.0,False,False,66.79990456274298,14244,66.79990456274298,high_missing
prev_refused_recent_12m_count,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,34,21.0,False,False,66.79990456274298,34,66.79990456274298,high_missing
prev_refused_recent_24m_count,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,39,26.0,False,False,66.79990456274298,40,66.79990456274298,high_missing
prev_canceled_application_count,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,63.99283277671368,54.93188905301165,9.060943723702032,38,25.0,False,False,62.75308416723976,39,62.75308416723976,high_missing
prev_canceled_application_amount_sum,continuous_amount_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,63.99283277671368,54.93188905301165,9.060943723702032,670,299.0,False,False,62.75308416723976,745,62.75308416723976,high_missing
prev_canceled_application_amount_mean,continuous_amount_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,63.99283277671368,54.93188905301165,9.060943723702032,1218,492.0,False,False,62.75308416723976,1398,62.75308416723976,high_missing
prev_canceled_application_amount_max,continuous_amount_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,63.99283277671368,54.93188905301165,9.060943723702032,554,265.0,False,False,62.75308416723976,615,62.75308416723976,high_missing
prev_canceled_credit_amount_sum,continuous_amount_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,63.99283277671368,54.93188905301165,9.060943723702032,1937,668.0,False,False,62.75308416723976,2221,62.75308416723976,high_missing
prev_canceled_credit_amount_mean,continuous_amount_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,63.99283277671368,54.93188905301165,9.060943723702032,2939,921.0,False,False,62.75308416723976,3415,62.75308416723976,high_missing
prev_canceled_credit_amount_max,continuous_amount_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,63.99283277671368,54.93188905301165,9.060943723702032,1568,587.0,False,False,62.75308416723976,1788,62.75308416723976,high_missing
prev_canceled_annuity_amount_sum,continuous_amount_numeric,feature,P2_missingness_review,route_to_continuous_numeric_eda; consider_missingness_logic_later,continuous_numeric_eda,high combined missingness,63.99283277671368,54.93188905301165,9.060943723702032,4388,1263.0,False,False,62.75308416723976,5118,62.75308416723976,high_missing
prev_canceled_annuity_amount_mean,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,97.44139234043661,96.7647300180535,0.676662322383109,4306,1254.0,False,False,97.34880913952085,5014,97.34880913952085,extreme_missing
prev_canceled_annuity_amount_max,continuous_amount_numeric,feature,P1_missingness_review,route_to_continuous_numeric_eda; also missingness_review,continuous_numeric_eda,extreme combined missingness,97.44139234043661,96.7647300180535,0.676662322383109,4007,1214.0,False,False,97.34880913952085,4642,97.34880913952085,extreme_missing
