feature,feature_category,model_feature_role,universal_role,universal_dtype_train,universal_dtype_test,universal_missing_pct_train,universal_missing_pct_test,universal_missing_gap_pct,universal_n_unique_train,universal_n_unique_test,universal_basic_review_flag,universal_basic_review_reason,numeric_numeric_family,numeric_missing_band,numeric_skew_band,numeric_zero_band,numeric_outlier_band,numeric_section_review_flag,numeric_section_review_reason,binary_categorical_family,binary_missing_pct_train,binary_n_unique_train,binary_zero_pct_train,binary_one_pct_train,binary_one_pct_gap,binary_constant_train,binary_constant_test,cat_binary_categorical_family,cat_binary_missing_pct_train,cat_binary_n_unique_train,cat_binary_top_category_train,cat_binary_top_category_pct_train,cat_binary_minority_category_pct_train,cat_binary_test_only_category_count,nominal_categorical_family,nominal_missing_pct_train,nominal_n_unique_train,nominal_top_category_pct_train,nominal_rare_lt_1_mass_pct,nominal_category_overlap_pct,nominal_jensen_shannon_distance,ordinal_categorical_family,ordinal_missing_pct_train,ordinal_n_unique_train,ordinal_all_levels_numeric_like,ordinal_top_level_pct_train,ordinal_level_overlap_pct,ordinal_jensen_shannon_distance,special_case_type,special_case_reason,special_next_action,special_validation_stage,univariate_status,drop_now,next_stage
bureau_closed_overdue_days_max,overdue_delay_numeric,candidate_predictor,feature,float32,float32,25.152270975672415,22.534055473494174,2.6182155021782414,69,11.0,False,,overdue_delay,high,extreme,extreme,low,True,has_late_delay_signal; extreme_delay_signal; rare_severe_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_closed_overdue_days_mean,overdue_delay_numeric,candidate_predictor,feature,float32,float32,25.152270975672415,22.534055473494174,2.6182155021782414,70,11.0,False,,overdue_delay,high,extreme,extreme,low,True,has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_closed_overdue_days_sum,overdue_delay_numeric,candidate_predictor,feature,float32,float32,25.152270975672415,22.534055473494174,2.6182155021782414,69,11.0,False,,overdue_delay,high,extreme,extreme,low,True,has_late_delay_signal; extreme_delay_signal; rare_severe_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_closed_ratio,ratio_rate_numeric,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,304,208.0,False,,ratio_rate,moderate,low,low,low,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_credit_amount_max,continuous_amount_numeric,candidate_predictor,feature,float32,float32,14.315260267112395,13.181109469883474,1.134150797228921,65151,16048.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_credit_amount_mean,continuous_amount_numeric,candidate_predictor,feature,float32,float32,14.315260267112395,13.181109469883474,1.134150797228921,209360,37627.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_credit_amount_min,continuous_amount_numeric,candidate_predictor,feature,float32,float32,14.315260267112395,13.181109469883474,1.134150797228921,55801,15859.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_credit_amount_std,continuous_stat_numeric,candidate_predictor,feature,float32,float32,26.045247161890146,24.35786968652552,1.6873774753646238,209690,35447.0,False,,continuous,high,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_credit_amount_sum,continuous_amount_numeric,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,205537,37222.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_credit_history_span,date_duration_numeric,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,2917,2892.0,False,,date_duration,moderate,low,low,low,True,zero_special_value_review;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_days_credit_max,date_duration_numeric,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,2923,2553.0,False,,date_duration,moderate,very_high,low,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_days_credit_mean,date_duration_numeric,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,64556,22765.0,False,,date_duration,moderate,moderate,low,moderate,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_days_credit_min,date_duration_numeric,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,2922,2915.0,False,,date_duration,moderate,low,low,low,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_days_credit_std,continuous_stat_numeric,candidate_predictor,feature,float32,float32,26.045247161890146,24.35581815197768,1.689429009912466,187547,33084.0,False,,continuous,high,low,low,low,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_days_enddate_fact_max,date_duration_numeric,candidate_predictor,feature,float32,float32,25.090484568031712,22.451994091580502,2.63849047645121,2807,2475.0,False,,date_duration,high,high,low,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_days_enddate_fact_mean,date_duration_numeric,candidate_predictor,feature,float32,float32,25.090484568031712,22.451994091580502,2.63849047645121,42356,16512.0,False,,date_duration,high,moderate,low,moderate,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_days_enddate_fact_min,date_duration_numeric,candidate_predictor,feature,float32,float32,25.090484568031712,22.451994091580502,2.63849047645121,2916,2855.0,False,,date_duration,high,low,low,low,True,large_abs_duration_gt_100_years;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_days_enddate_max,date_duration_numeric,candidate_predictor,feature,float32,float32,15.046291026987651,13.86837354341047,1.1779174835771808,13030,7744.0,False,,date_duration,moderate,very_high,low,very_high,True,large_abs_duration_gt_100_years; mixed_signed_duration;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_days_enddate_mean,date_duration_numeric,candidate_predictor,feature,float32,float32,15.046291026987651,13.86837354341047,1.1779174835771808,97903,27831.0,False,,date_duration,moderate,very_high,low,high,True,large_abs_duration_gt_100_years; mixed_signed_duration;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_days_enddate_min,date_duration_numeric,candidate_predictor,feature,float32,float32,15.046291026987651,13.86837354341047,1.1779174835771808,6828,4580.0,False,,date_duration,moderate,extreme,low,moderate,True,large_abs_duration_gt_100_years;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_days_update_max,date_duration_numeric,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,2663,1746.0,False,,date_duration,moderate,extreme,low,very_high,True,large_abs_duration_gt_100_years;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_days_update_mean,date_duration_numeric,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,55038,19788.0,False,,date_duration,moderate,extreme,low,moderate,True,large_abs_duration_gt_100_years;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_days_update_min,date_duration_numeric,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,2969,2826.0,False,,date_duration,moderate,extreme,low,low,True,large_abs_duration_gt_100_years;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_days_update_std,continuous_stat_numeric,candidate_predictor,feature,float32,float32,26.045247161890146,24.35581815197768,1.689429009912466,184348,32583.0,False,,continuous,high,extreme,low,low,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_debt_amount_max,continuous_amount_numeric,candidate_predictor,feature,float32,float32,16.708345392522546,15.255210897751518,1.453134494771028,138938,28613.0,False,,continuous,moderate,extreme,moderate,high,True,extreme_skew; negative_amount_value;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_debt_amount_mean,continuous_amount_numeric,candidate_predictor,feature,float32,float32,16.708345392522546,15.255210897751518,1.453134494771028,169264,29820.0,False,,continuous,moderate,extreme,moderate,high,True,extreme_skew; negative_amount_value;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_debt_amount_min,continuous_amount_numeric,candidate_predictor,feature,float32,float32,16.708345392522546,15.255210897751518,1.453134494771028,28602,3840.0,False,,continuous,moderate,extreme,extreme,low,True,extreme_skew; zero_heavy; negative_amount_value;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_debt_amount_std,continuous_stat_numeric,candidate_predictor,feature,float32,float32,30.366068205690205,28.159363203676353,2.2067050020138517,164401,27763.0,False,,continuous,high,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_debt_amount_sum,continuous_amount_numeric,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,154969,29299.0,False,,continuous,moderate,extreme,moderate,high,True,extreme_skew; negative_amount_value;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_debt_record_count,discrete_count_numeric,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,18,16.0,False,,discrete_count,moderate,high,moderate,moderate,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_debt_record_ratio,ratio_rate_numeric,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,259,197.0,False,,ratio_rate,moderate,high,moderate,low,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_debt_to_credit_max,ratio_rate_numeric,candidate_predictor,feature,float32,float32,17.116135682951178,15.690136221893978,1.4259994610572004,149849,27492.0,False,,ratio_rate,moderate,extreme,moderate,low,True,negative_ratio_value; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_debt_to_credit_mean,ratio_rate_numeric,candidate_predictor,feature,float32,float32,17.116135682951178,15.690136221893978,1.4259994610572004,178887,29827.0,False,,ratio_rate,moderate,extreme,moderate,moderate,True,negative_ratio_value; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_debt_to_credit_min,ratio_rate_numeric,candidate_predictor,feature,float32,float32,17.116135682951178,15.690136221893978,1.4259994610572004,31232,4136.0,False,,ratio_rate,moderate,extreme,extreme,low,True,negative_ratio_value; zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_debt_to_limit_max,ratio_rate_numeric,candidate_predictor,feature,float32,float32,84.13292532624848,84.32627605448876,0.19335072824027577,33139,5608.0,True,extreme_missing;,ratio_rate,extreme,extreme,moderate,very_high,True,high_missing; negative_ratio_value; extreme_skew; high_outlier_burden; extreme_ratio_tail;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_debt_to_limit_mean,ratio_rate_numeric,candidate_predictor,feature,float32,float32,84.13292532624848,84.32627605448876,0.19335072824027577,33979,5617.0,True,extreme_missing;,ratio_rate,extreme,extreme,moderate,very_high,True,high_missing; negative_ratio_value; extreme_skew; high_outlier_burden; extreme_ratio_tail;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_enddate_gap_max,continuous_stat_numeric,candidate_predictor,feature,float32,float32,25.583475062680684,22.925898572131956,2.6575764905487276,4640,2498.0,False,,continuous,high,low,moderate,extreme,True,high_outlier_burden;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_enddate_gap_mean,continuous_stat_numeric,candidate_predictor,feature,float32,float32,25.583475062680684,22.925898572131956,2.6575764905487276,40961,13702.0,False,,continuous,high,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_enddate_gap_min,continuous_stat_numeric,candidate_predictor,feature,float32,float32,25.583475062680684,22.925898572131956,2.6575764905487276,8833,4222.0,False,,continuous,high,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_future_enddate_count,discrete_count_numeric,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,28,22.0,False,,discrete_count,moderate,high,low,moderate,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_future_enddate_ratio,ratio_rate_numeric,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,313,237.0,False,,ratio_rate,moderate,moderate,low,low,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_latest_annuity_amount,continuous_amount_numeric,candidate_predictor,feature,float32,float32,80.60297030024942,39.20482520925652,41.398145090992905,16112,11223.0,True,missing_gap_gt_20; extreme_missing;,continuous,extreme,extreme,moderate,high,True,high_missing; missing_gap_gt_20; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_latest_bal_late_ratio,ratio_rate_numeric,candidate_predictor,feature,float32,float32,70.04497400093005,13.646807812243559,56.398166188686496,693,444.0,True,missing_gap_gt_20;,ratio_rate,very_high,extreme,extreme,low,True,high_missing; missing_gap_gt_20; zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_latest_bal_max_late_status,overdue_delay_numeric,candidate_predictor,feature,float32,float32,70.04497400093005,13.646807812243559,56.398166188686496,6,6.0,True,missing_gap_gt_20;,overdue_delay,very_high,extreme,extreme,low,True,high_missing; missing_gap_gt_20; has_late_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_latest_bal_severe_late_ratio,ratio_rate_numeric,candidate_predictor,feature,float32,float32,70.04497400093005,13.646807812243559,56.398166188686496,390,128.0,True,missing_gap_gt_20;,ratio_rate,very_high,extreme,extreme,low,True,high_missing; missing_gap_gt_20; zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_latest_credit_active_flag,binary_flag,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,2,2.0,False,,,,,,,,,binary_flag,14.314935075493235,2.0,29.27955793556516,70.72044206443483,1.8499316674594155,False,False,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_latest_credit_amount,continuous_amount_numeric,candidate_predictor,feature,float32,float32,14.31591065035072,13.197521746266208,1.1183889040845116,65990,16920.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_latest_credit_closed_flag,binary_flag,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,2,2.0,False,,,,,,,,,binary_flag,14.314935075493235,2.0,70.97244308154738,29.027556918452625,1.9648816448744029,False,False,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_latest_days_credit,date_duration_numeric,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,2923,2553.0,False,,date_duration,moderate,very_high,low,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_latest_days_enddate,date_duration_numeric,candidate_predictor,feature,float32,float32,21.144284269505807,20.1296569834236,1.0146272860822059,9969,5658.0,False,,date_duration,high,very_high,low,high,True,large_abs_duration_gt_100_years; mixed_signed_duration;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_latest_days_update,date_duration_numeric,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,2704,1878.0,False,,date_duration,moderate,extreme,low,very_high,True,large_abs_duration_gt_100_years;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_latest_debt_amount,continuous_amount_numeric,candidate_predictor,feature,float32,float32,24.858622943569497,21.59855571967832,3.260067223891177,98832,20905.0,False,,continuous,high,extreme,moderate,high,True,extreme_skew; negative_amount_value;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_latest_debt_to_credit,ratio_rate_numeric,candidate_predictor,feature,float32,float32,26.742457993372593,24.078860988019038,2.663597005353555,119830,21054.0,False,,ratio_rate,high,extreme,moderate,low,True,negative_ratio_value; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_latest_limit_amount,continuous_amount_numeric,candidate_predictor,feature,float32,float32,38.56707564932636,42.3703430165764,3.8032673672500366,12121,2138.0,False,,continuous,high,extreme,extreme,low,True,extreme_skew; zero_heavy; negative_amount_value;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_latest_overdue_amount,continuous_amount_numeric,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,511,103.0,False,,continuous,moderate,extreme,extreme,low,True,extreme_skew; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_latest_overdue_days,overdue_delay_numeric,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,221,65.0,False,,overdue_delay,moderate,extreme,extreme,low,True,zero_heavy_delay; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_latest_overdue_to_credit,ratio_rate_numeric,candidate_predictor,feature,float32,float32,16.348683461729824,15.856310520269162,0.4923729414606619,915,118.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_latest_type_business_loan_flag,binary_flag,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,2,2.0,False,,,,,,,,,binary_flag,14.314935075493235,2.0,99.94952389265667,0.05047610734332481,0.015686463545144004,False,False,,,,,,,,,,,,,,,,,,,,,,rare_or_near_constant_binary_flag | structured_missing_or_history_availability,almost_constant_binary_flag | possible_absence_of_history_or_unknown_record,keep_as_binary_candidate_and_validate_predictive_value_later | structured_missing_handling_candidate_later,bivariate_multivariate_and_modeling | feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_latest_type_car_loan_flag,binary_flag,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,2,2.0,False,,,,,,,,,binary_flag,14.314935075493235,2.0,98.1373177831501,1.8626822168499115,0.06684100702004381,False,False,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_latest_type_consumer_credit_flag,binary_flag,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,2,2.0,False,,,,,,,,,binary_flag,14.314935075493235,2.0,32.311540052601416,67.68845994739858,0.23335597764433658,False,False,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
bureau_latest_type_credit_card_flag,binary_flag,candidate_predictor,feature,float32,float32,14.314935075493235,13.179057935335631,1.1358771401576035,2,2.0,False,,,,,,,,,binary_flag,14.314935075493235,2.0,72.32543047011093,27.674569529889066,0.8929060138210119,False,False,,,,,,,,,,,,,,,,,,,,,,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,special_case_review,no,relationship_analysis
